ID,Exchange,Instrument,Market Active?,REST API root,Search helper
1053,binance,reqeth,true,https://api.cryptowat.ch/markets/binance/reqeth,binance reqeth
2031,binance,rlcbnb,true,https://api.cryptowat.ch/markets/binance/rlcbnb,binance rlcbnb
664,binance,rlcbtc,true,https://api.cryptowat.ch/markets/binance/rlcbtc,binance rlcbtc
665,binance,rlceth,true,https://api.cryptowat.ch/markets/binance/rlceth,binance rlceth
61430,binance,rlcusdt,true,https://api.cryptowat.ch/markets/binance/rlcusdt,binance rlcusdt
2034,binance,rpxbnb,FALSE,https://api.cryptowat.ch/markets/binance/rpxbnb,binance rpxbnb
1794,binance,rpxbtc,FALSE,https://api.cryptowat.ch/markets/binance/rpxbtc,binance rpxbtc
1646,binance,rpxeth,FALSE,https://api.cryptowat.ch/markets/binance/rpxeth,binance rpxeth
5314,binance,rvnbnb,true,https://api.cryptowat.ch/markets/binance/rvnbnb,binance rvnbnb
5315,binance,rvnbtc,true,https://api.cryptowat.ch/markets/binance/rvnbtc,binance rvnbtc
61886,binance,rvnbusd,true,https://api.cryptowat.ch/markets/binance/rvnbusd,binance rvnbusd
61186,binance,rvnusdt,true,https://api.cryptowat.ch/markets/binance/rvnusdt,binance rvnusdt
938,binance,saltbtc,FALSE,https://api.cryptowat.ch/markets/binance/saltbtc,binance saltbtc
939,binance,salteth,FALSE,https://api.cryptowat.ch/markets/binance/salteth,binance salteth
2037,binance,scbnb,true,https://api.cryptowat.ch/markets/binance/scbnb,binance scbnb
1290,binance,scbtc,true,https://api.cryptowat.ch/markets/binance/scbtc,binance scbtc
1291,binance,sceth,true,https://api.cryptowat.ch/markets/binance/sceth,binance sceth
2137,binance,skybnb,true,https://api.cryptowat.ch/markets/binance/skybnb,binance skybnb
2040,binance,skybtc,true,https://api.cryptowat.ch/markets/binance/skybtc,binance skybtc
2041,binance,skyeth,true,https://api.cryptowat.ch/markets/binance/skyeth,binance skyeth
1775,binance,snglsbtc,true,https://api.cryptowat.ch/markets/binance/snglsbtc,binance snglsbtc
1823,binance,snglseth,FALSE,https://api.cryptowat.ch/markets/binance/snglseth,binance snglseth
1776,binance,snmbtc,true,https://api.cryptowat.ch/markets/binance/snmbtc,binance snmbtc
1628,binance,snmeth,true,https://api.cryptowat.ch/markets/binance/snmeth,binance snmeth
602,binance,sntbtc,true,https://api.cryptowat.ch/markets/binance/sntbtc,binance sntbtc
585,binance,snteth,true,https://api.cryptowat.ch/markets/binance/snteth,binance snteth
2043,binance,steembnb,true,https://api.cryptowat.ch/markets/binance/steembnb,binance steembnb
641,binance,steembtc,true,https://api.cryptowat.ch/markets/binance/steembtc,binance steembtc
642,binance,steemeth,true,https://api.cryptowat.ch/markets/binance/steemeth,binance steemeth
616,binance,storjbtc,true,https://api.cryptowat.ch/markets/binance/storjbtc,binance storjbtc
946,binance,storjeth,true,https://api.cryptowat.ch/markets/binance/storjeth,binance storjeth
2048,binance,stormbnb,true,https://api.cryptowat.ch/markets/binance/stormbnb,binance stormbnb
1159,binance,stormbtc,true,https://api.cryptowat.ch/markets/binance/stormbtc,binance stormbtc
1157,binance,stormeth,true,https://api.cryptowat.ch/markets/binance/stormeth,binance stormeth
60959,binance,stormusdt,true,https://api.cryptowat.ch/markets/binance/stormusdt,binance stormusdt
61901,binance,stratbnb,true,https://api.cryptowat.ch/markets/binance/stratbnb,binance stratbnb
595,binance,stratbtc,true,https://api.cryptowat.ch/markets/binance/stratbtc,binance stratbtc
61900,binance,stratbusd,true,https://api.cryptowat.ch/markets/binance/stratbusd,binance stratbusd
596,binance,strateth,true,https://api.cryptowat.ch/markets/binance/strateth,binance strateth
61902,binance,stratusdt,true,https://api.cryptowat.ch/markets/binance/stratusdt,binance stratusdt
61346,binance,stxbnb,true,https://api.cryptowat.ch/markets/binance/stxbnb,binance stxbnb
61347,binance,stxbtc,true,https://api.cryptowat.ch/markets/binance/stxbtc,binance stxbtc
61348,binance,stxusdt,true,https://api.cryptowat.ch/markets/binance/stxusdt,binance stxusdt
1161,binance,subbtc,FALSE,https://api.cryptowat.ch/markets/binance/subbtc,binance subbtc
1160,binance,subeth,FALSE,https://api.cryptowat.ch/markets/binance/subeth,binance subeth
2053,binance,sysbnb,true,https://api.cryptowat.ch/markets/binance/sysbnb,binance sysbnb
1024,binance,sysbtc,true,https://api.cryptowat.ch/markets/binance/sysbtc,binance sysbtc
2055,binance,syseth,true,https://api.cryptowat.ch/markets/binance/syseth,binance syseth
61733,binance,tctbnb,true,https://api.cryptowat.ch/markets/binance/tctbnb,binance tctbnb
61734,binance,tctbtc,true,https://api.cryptowat.ch/markets/binance/tctbtc,binance tctbtc
61735,binance,tctusdt,true,https://api.cryptowat.ch/markets/binance/tctusdt,binance tctusdt
60359,binance,tfuelbnb,true,https://api.cryptowat.ch/markets/binance/tfuelbnb,binance tfuelbnb
60360,binance,tfuelbtc,true,https://api.cryptowat.ch/markets/binance/tfuelbtc,binance tfuelbtc
60361,binance,tfuelpax,FALSE,https://api.cryptowat.ch/markets/binance/tfuelpax,binance tfuelpax
60362,binance,tfueltusd,FALSE,https://api.cryptowat.ch/markets/binance/tfueltusd,binance tfueltusd
60363,binance,tfuelusdc,FALSE,https://api.cryptowat.ch/markets/binance/tfuelusdc,binance tfuelusdc
60364,binance,tfuelusdt,true,https://api.cryptowat.ch/markets/binance/tfuelusdt,binance tfuelusdt
2138,binance,thetabnb,true,https://api.cryptowat.ch/markets/binance/thetabnb,binance thetabnb
2056,binance,thetabtc,true,https://api.cryptowat.ch/markets/binance/thetabtc,binance thetabtc
2057,binance,thetaeth,true,https://api.cryptowat.ch/markets/binance/thetaeth,binance thetaeth
59653,binance,thetausdt,true,https://api.cryptowat.ch/markets/binance/thetausdt,binance thetausdt
632,binance,tnbbtc,true,https://api.cryptowat.ch/markets/binance/tnbbtc,binance tnbbtc
633,binance,tnbeth,true,https://api.cryptowat.ch/markets/binance/tnbeth,binance tnbeth
1640,binance,tntbtc,true,https://api.cryptowat.ch/markets/binance/tntbtc,binance tntbtc
1784,binance,tnteth,true,https://api.cryptowat.ch/markets/binance/tnteth,binance tnteth
60945,binance,tomobnb,true,https://api.cryptowat.ch/markets/binance/tomobnb,binance tomobnb
60946,binance,tomobtc,true,https://api.cryptowat.ch/markets/binance/tomobtc,binance tomobtc
61946,binance,tomobusd,true,https://api.cryptowat.ch/markets/binance/tomobusd,binance tomobusd
60947,binance,tomousdc,true,https://api.cryptowat.ch/markets/binance/tomousdc,binance tomousdc
60948,binance,tomousdt,true,https://api.cryptowat.ch/markets/binance/tomousdt,binance tomousdt
2139,binance,trigbnb,FALSE,https://api.cryptowat.ch/markets/binance/trigbnb,binance trigbnb
2062,binance,trigbtc,FALSE,https://api.cryptowat.ch/markets/binance/trigbtc,binance trigbtc
2063,binance,trigeth,FALSE,https://api.cryptowat.ch/markets/binance/trigeth,binance trigeth
61525,binance,troybnb,true,https://api.cryptowat.ch/markets/binance/troybnb,binance troybnb
61526,binance,troybtc,true,https://api.cryptowat.ch/markets/binance/troybtc,binance troybtc
61527,binance,troyusdt,true,https://api.cryptowat.ch/markets/binance/troyusdt,binance troyusdt
5169,binance,trxbnb,true,https://api.cryptowat.ch/markets/binance/trxbnb,binance trxbnb
612,binance,trxbtc,true,https://api.cryptowat.ch/markets/binance/trxbtc,binance trxbtc
61408,binance,trxbusd,true,https://api.cryptowat.ch/markets/binance/trxbusd,binance trxbusd
613,binance,trxeth,true,https://api.cryptowat.ch/markets/binance/trxeth,binance trxeth
12211,binance,trxpax,true,https://api.cryptowat.ch/markets/binance/trxpax,binance trxpax
7558,binance,trxtusd,true,https://api.cryptowat.ch/markets/binance/trxtusd,binance trxtusd
12212,binance,trxusdc,true,https://api.cryptowat.ch/markets/binance/trxusdc,binance trxusdc
1288,binance,trxusdt,true,https://api.cryptowat.ch/markets/binance/trxusdt,binance trxusdt
8964,binance,trxxrp,true,https://api.cryptowat.ch/markets/binance/trxxrp,binance trxxrp
2067,binance,tusdbnb,FALSE,https://api.cryptowat.ch/markets/binance/tusdbnb,binance tusdbnb
1200,binance,tusdbtc,FALSE,https://api.cryptowat.ch/markets/binance/tusdbtc,binance tusdbtc
1201,binance,tusdeth,FALSE,https://api.cryptowat.ch/markets/binance/tusdeth,binance tusdeth
1257,binance,tusdusdt,true,https://api.cryptowat.ch/markets/binance/tusdusdt,binance tusdusdt
5566,binance,usdcbnb,FALSE,https://api.cryptowat.ch/markets/binance/usdcbnb,binance usdcbnb
5567,binance,usdcbtc,true,https://api.cryptowat.ch/markets/binance/usdcbtc,binance usdcbtc
11291,binance,usdcpax,true,https://api.cryptowat.ch/markets/binance/usdcpax,binance usdcpax
11292,binance,usdctusd,true,https://api.cryptowat.ch/markets/binance/usdctusd,binance usdctusd
6636,binance,usdcusdt,true,https://api.cryptowat.ch/markets/binance/usdcusdt,binance usdcusdt
29782,binance,usdspax,true,https://api.cryptowat.ch/markets/binance/usdspax,binance usdspax
29783,binance,usdstusd,true,https://api.cryptowat.ch/markets/binance/usdstusd,binance usdstusd
29784,binance,usdsusdc,true,https://api.cryptowat.ch/markets/binance/usdsusdc,binance usdsusdc
29785,binance,usdsusdt,true,https://api.cryptowat.ch/markets/binance/usdsusdt,binance usdsusdt
61552,binance,usdtrub,true,https://api.cryptowat.ch/markets/binance/usdtrub,binance usdtrub
1798,binance,venbnb,FALSE,https://api.cryptowat.ch/markets/binance/venbnb,binance venbnb
1141,binance,venbtc,FALSE,https://api.cryptowat.ch/markets/binance/venbtc,binance venbtc
1142,binance,veneth,FALSE,https://api.cryptowat.ch/markets/binance/veneth,binance veneth
2151,binance,venusdt,FALSE,https://api.cryptowat.ch/markets/binance/venusdt,binance venusdt
4994,binance,vetbnb,true,https://api.cryptowat.ch/markets/binance/vetbnb,binance vetbnb
4987,binance,vetbtc,true,https://api.cryptowat.ch/markets/binance/vetbtc,binance vetbtc
61495,binance,vetbusd,true,https://api.cryptowat.ch/markets/binance/vetbusd,binance vetbusd
4988,binance,veteth,true,https://api.cryptowat.ch/markets/binance/veteth,binance veteth
4989,binance,vetusdt,true,https://api.cryptowat.ch/markets/binance/vetusdt,binance vetusdt
2073,binance,viabnb,true,https://api.cryptowat.ch/markets/binance/viabnb,binance viabnb
644,binance,viabtc,true,https://api.cryptowat.ch/markets/binance/viabtc,binance viabtc
2075,binance,viaeth,true,https://api.cryptowat.ch/markets/binance/viaeth,binance viaeth
1198,binance,vibbtc,true,https://api.cryptowat.ch/markets/binance/vibbtc,binance vibbtc
1791,binance,vibebtc,true,https://api.cryptowat.ch/markets/binance/vibebtc,binance vibebtc
2078,binance,vibeeth,true,https://api.cryptowat.ch/markets/binance/vibeeth,binance vibeeth
1179,binance,vibeth,true,https://api.cryptowat.ch/markets/binance/vibeth,binance vibeth
61521,binance,vitebnb,true,https://api.cryptowat.ch/markets/binance/vitebnb,binance vitebnb
61522,binance,vitebtc,true,https://api.cryptowat.ch/markets/binance/vitebtc,binance vitebtc
61523,binance,viteusdt,true,https://api.cryptowat.ch/markets/binance/viteusdt,binance viteusdt
2140,binance,wabibnb,true,https://api.cryptowat.ch/markets/binance/wabibnb,binance wabibnb
2080,binance,wabibtc,true,https://api.cryptowat.ch/markets/binance/wabibtc,binance wabibtc
2081,binance,wabieth,true,https://api.cryptowat.ch/markets/binance/wabieth,binance wabieth
2141,binance,wanbnb,true,https://api.cryptowat.ch/markets/binance/wanbnb,binance wanbnb
2082,binance,wanbtc,true,https://api.cryptowat.ch/markets/binance/wanbtc,binance wanbtc
2083,binance,waneth,true,https://api.cryptowat.ch/markets/binance/waneth,binance waneth
60960,binance,wanusdt,true,https://api.cryptowat.ch/markets/binance/wanusdt,binance wanusdt
2084,binance,wavesbnb,true,https://api.cryptowat.ch/markets/binance/wavesbnb,binance wavesbnb
951,binance,wavesbtc,true,https://api.cryptowat.ch/markets/binance/wavesbtc,binance wavesbtc
61833,binance,wavesbusd,true,https://api.cryptowat.ch/markets/binance/wavesbusd,binance wavesbusd
952,binance,waveseth,true,https://api.cryptowat.ch/markets/binance/waveseth,binance waveseth
11357,binance,wavespax,FALSE,https://api.cryptowat.ch/markets/binance/wavespax,binance wavespax
11358,binance,wavestusd,true,https://api.cryptowat.ch/markets/binance/wavestusd,binance wavestusd
11359,binance,wavesusdc,true,https://api.cryptowat.ch/markets/binance/wavesusdc,binance wavesusdc
11360,binance,wavesusdt,true,https://api.cryptowat.ch/markets/binance/wavesusdt,binance wavesusdt
60966,binance,winbnb,true,https://api.cryptowat.ch/markets/binance/winbnb,binance winbnb
60967,binance,winbtc,FALSE,https://api.cryptowat.ch/markets/binance/winbtc,binance winbtc
1067,binance,wingsbtc,FALSE,https://api.cryptowat.ch/markets/binance/wingsbtc,binance wingsbtc
1091,binance,wingseth,FALSE,https://api.cryptowat.ch/markets/binance/wingseth,binance wingseth
61024,binance,wintrx,true,https://api.cryptowat.ch/markets/binance/wintrx,binance wintrx
60968,binance,winusdc,true,https://api.cryptowat.ch/markets/binance/winusdc,binance winusdc
60969,binance,winusdt,true,https://api.cryptowat.ch/markets/binance/winusdt,binance winusdt
2142,binance,wprbtc,true,https://api.cryptowat.ch/markets/binance/wprbtc,binance wprbtc
2089,binance,wpreth,true,https://api.cryptowat.ch/markets/binance/wpreth,binance wpreth
61870,binance,wrxbnb,true,https://api.cryptowat.ch/markets/binance/wrxbnb,binance wrxbnb
61871,binance,wrxbtc,true,https://api.cryptowat.ch/markets/binance/wrxbtc,binance wrxbtc
61872,binance,wrxusdt,true,https://api.cryptowat.ch/markets/binance/wrxusdt,binance wrxusdt
2090,binance,wtcbnb,true,https://api.cryptowat.ch/markets/binance/wtcbnb,binance wtcbnb
1774,binance,wtcbtc,true,https://api.cryptowat.ch/markets/binance/wtcbtc,binance wtcbtc
1816,binance,wtceth,true,https://api.cryptowat.ch/markets/binance/wtceth,binance wtceth
2091,binance,xembnb,true,https://api.cryptowat.ch/markets/binance/xembnb,binance xembnb
996,binance,xembtc,true,https://api.cryptowat.ch/markets/binance/xembtc,binance xembtc
997,binance,xemeth,true,https://api.cryptowat.ch/markets/binance/xemeth,binance xemeth
2094,binance,xlmbnb,true,https://api.cryptowat.ch/markets/binance/xlmbnb,binance xlmbnb
816,binance,xlmbtc,true,https://api.cryptowat.ch/markets/binance/xlmbtc,binance xlmbtc
61467,binance,xlmbusd,true,https://api.cryptowat.ch/markets/binance/xlmbusd,binance xlmbusd
950,binance,xlmeth,true,https://api.cryptowat.ch/markets/binance/xlmeth,binance xlmeth
5650,binance,xlmpax,true,https://api.cryptowat.ch/markets/binance/xlmpax,binance xlmpax
5688,binance,xlmtusd,true,https://api.cryptowat.ch/markets/binance/xlmtusd,binance xlmtusd
6632,binance,xlmusdc,true,https://api.cryptowat.ch/markets/binance/xlmusdc,binance xlmusdc
1651,binance,xlmusdt,true,https://api.cryptowat.ch/markets/binance/xlmusdt,binance xlmusdt
53131,binance,xmrbnb,true,https://api.cryptowat.ch/markets/binance/xmrbnb,binance xmrbnb
619,binance,xmrbtc,true,https://api.cryptowat.ch/markets/binance/xmrbtc,binance xmrbtc
61947,binance,xmrbusd,true,https://api.cryptowat.ch/markets/binance/xmrbusd,binance xmrbusd
620,binance,xmreth,true,https://api.cryptowat.ch/markets/binance/xmreth,binance xmreth
53132,binance,xmrusdt,true,https://api.cryptowat.ch/markets/binance/xmrusdt,binance xmrusdt
2100,binance,xrpbnb,true,https://api.cryptowat.ch/markets/binance/xrpbnb,binance xrpbnb
614,binance,xrpbtc,true,https://api.cryptowat.ch/markets/binance/xrpbtc,binance xrpbtc
61304,binance,xrpbusd,true,https://api.cryptowat.ch/markets/binance/xrpbusd,binance xrpbusd
615,binance,xrpeth,true,https://api.cryptowat.ch/markets/binance/xrpeth,binance xrpeth
61602,binance,xrpeur,true,https://api.cryptowat.ch/markets/binance/xrpeur,binance xrpeur
5655,binance,xrppax,true,https://api.cryptowat.ch/markets/binance/xrppax,binance xrppax
61483,binance,xrprub,true,https://api.cryptowat.ch/markets/binance/xrprub,binance xrprub
5686,binance,xrptusd,true,https://api.cryptowat.ch/markets/binance/xrptusd,binance xrptusd
6633,binance,xrpusdc,true,https://api.cryptowat.ch/markets/binance/xrpusdc,binance xrpusdc
1128,binance,xrpusdt,true,https://api.cryptowat.ch/markets/binance/xrpusdt,binance xrpusdt
61153,binance,xtzbnb,true,https://api.cryptowat.ch/markets/binance/xtzbnb,binance xtzbnb
61155,binance,xtzbtc,true,https://api.cryptowat.ch/markets/binance/xtzbtc,binance xtzbtc
61834,binance,xtzbusd,true,https://api.cryptowat.ch/markets/binance/xtzbusd,binance xtzbusd
61154,binance,xtzusdt,true,https://api.cryptowat.ch/markets/binance/xtzusdt,binance xtzusdt
600,binance,xvgbtc,true,https://api.cryptowat.ch/markets/binance/xvgbtc,binance xvgbtc
1122,binance,xvgeth,true,https://api.cryptowat.ch/markets/binance/xvgeth,binance xvgeth
2105,binance,xzcbnb,true,https://api.cryptowat.ch/markets/binance/xzcbnb,binance xzcbnb
949,binance,xzcbtc,true,https://api.cryptowat.ch/markets/binance/xzcbtc,binance xzcbtc
2107,binance,xzceth,true,https://api.cryptowat.ch/markets/binance/xzceth,binance xzceth
8965,binance,xzcxrp,true,https://api.cryptowat.ch/markets/binance/xzcxrp,binance xzcxrp
59357,binance,zecbnb,true,https://api.cryptowat.ch/markets/binance/zecbnb,binance zecbnb
605,binance,zecbtc,true,https://api.cryptowat.ch/markets/binance/zecbtc,binance zecbtc
61948,binance,zecbusd,true,https://api.cryptowat.ch/markets/binance/zecbusd,binance zecbusd
606,binance,zeceth,true,https://api.cryptowat.ch/markets/binance/zeceth,binance zeceth
59358,binance,zecpax,true,https://api.cryptowat.ch/markets/binance/zecpax,binance zecpax
59359,binance,zectusd,true,https://api.cryptowat.ch/markets/binance/zectusd,binance zectusd
59360,binance,zecusdc,true,https://api.cryptowat.ch/markets/binance/zecusdc,binance zecusdc
59361,binance,zecusdt,true,https://api.cryptowat.ch/markets/binance/zecusdt,binance zecusdt
2110,binance,zenbnb,true,https://api.cryptowat.ch/markets/binance/zenbnb,binance zenbnb
1204,binance,zenbtc,true,https://api.cryptowat.ch/markets/binance/zenbtc,binance zenbtc
2112,binance,zeneth,true,https://api.cryptowat.ch/markets/binance/zeneth,binance zeneth
2113,binance,zilbnb,true,https://api.cryptowat.ch/markets/binance/zilbnb,binance zilbnb
1150,binance,zilbtc,true,https://api.cryptowat.ch/markets/binance/zilbtc,binance zilbtc
1151,binance,zileth,true,https://api.cryptowat.ch/markets/binance/zileth,binance zileth
29786,binance,zilusdt,true,https://api.cryptowat.ch/markets/binance/zilusdt,binance zilusdt
35402,binance,zrxbnb,true,https://api.cryptowat.ch/markets/binance/zrxbnb,binance zrxbnb
593,binance,zrxbtc,true,https://api.cryptowat.ch/markets/binance/zrxbtc,binance zrxbtc
594,binance,zrxeth,true,https://api.cryptowat.ch/markets/binance/zrxeth,binance zrxeth
35403,binance,zrxusdt,true,https://api.cryptowat.ch/markets/binance/zrxusdt,binance zrxusdt
61175,binance-us,adausd,true,https://api.cryptowat.ch/markets/binance-us/adausd,binance-us adausd
61180,binance-us,adausdt,true,https://api.cryptowat.ch/markets/binance-us/adausdt,binance-us adausdt
61952,binance-us,algobusd,true,https://api.cryptowat.ch/markets/binance-us/algobusd,binance-us algobusd
61277,binance-us,algousd,true,https://api.cryptowat.ch/markets/binance-us/algousd,binance-us algousd
61388,binance-us,atomusd,true,https://api.cryptowat.ch/markets/binance-us/atomusd,binance-us atomusd
61387,binance-us,atomusdt,true,https://api.cryptowat.ch/markets/binance-us/atomusdt,binance-us atomusdt
61176,binance-us,batusd,true,https://api.cryptowat.ch/markets/binance-us/batusd,binance-us batusd
61181,binance-us,batusdt,true,https://api.cryptowat.ch/markets/binance-us/batusdt,binance-us batusdt
61174,binance-us,bchbtc,true,https://api.cryptowat.ch/markets/binance-us/bchbtc,binance-us bchbtc
61125,binance-us,bchusd,true,https://api.cryptowat.ch/markets/binance-us/bchusd,binance-us bchusd
61131,binance-us,bchusdt,true,https://api.cryptowat.ch/markets/binance-us/bchusdt,binance-us bchusdt
61172,binance-us,bnbbtc,true,https://api.cryptowat.ch/markets/binance-us/bnbbtc,binance-us bnbbtc
61949,binance-us,bnbbusd,true,https://api.cryptowat.ch/markets/binance-us/bnbbusd,binance-us bnbbusd
61133,binance-us,bnbusd,true,https://api.cryptowat.ch/markets/binance-us/bnbusd,binance-us bnbusd
61134,binance-us,bnbusdt,true,https://api.cryptowat.ch/markets/binance-us/bnbusdt,binance-us bnbusdt
61322,binance-us,btcbusd,true,https://api.cryptowat.ch/markets/binance-us/btcbusd,binance-us btcbusd
61122,binance-us,btcusd,true,https://api.cryptowat.ch/markets/binance-us/btcusd,binance-us btcusd
61128,binance-us,btcusdt,true,https://api.cryptowat.ch/markets/binance-us/btcusdt,binance-us btcusdt
61321,binance-us,busdusd,true,https://api.cryptowat.ch/markets/binance-us/busdusd,binance-us busdusd
61270,binance-us,dashusd,true,https://api.cryptowat.ch/markets/binance-us/dashusd,binance-us dashusd
61345,binance-us,dogeusdt,true,https://api.cryptowat.ch/markets/binance-us/dogeusdt,binance-us dogeusdt
61520,binance-us,enjusd,true,https://api.cryptowat.ch/markets/binance-us/enjusd,binance-us enjusd
61177,binance-us,etcusd,true,https://api.cryptowat.ch/markets/binance-us/etcusd,binance-us etcusd
61182,binance-us,etcusdt,true,https://api.cryptowat.ch/markets/binance-us/etcusdt,binance-us etcusdt
61170,binance-us,ethbtc,true,https://api.cryptowat.ch/markets/binance-us/ethbtc,binance-us ethbtc
61951,binance-us,ethbusd,true,https://api.cryptowat.ch/markets/binance-us/ethbusd,binance-us ethbusd
61123,binance-us,ethusd,true,https://api.cryptowat.ch/markets/binance-us/ethusd,binance-us ethusd
61129,binance-us,ethusdt,true,https://api.cryptowat.ch/markets/binance-us/ethusdt,binance-us ethusdt
61519,binance-us,icxusd,true,https://api.cryptowat.ch/markets/binance-us/icxusd,binance-us icxusd
61320,binance-us,iotausd,true,https://api.cryptowat.ch/markets/binance-us/iotausd,binance-us iotausd
61260,binance-us,linkusd,true,https://api.cryptowat.ch/markets/binance-us/linkusd,binance-us linkusd
61173,binance-us,ltcbtc,true,https://api.cryptowat.ch/markets/binance-us/ltcbtc,binance-us ltcbtc
61126,binance-us,ltcusd,true,https://api.cryptowat.ch/markets/binance-us/ltcusd,binance-us ltcusd
61132,binance-us,ltcusdt,true,https://api.cryptowat.ch/markets/binance-us/ltcusdt,binance-us ltcusdt
61480,binance-us,nanousd,true,https://api.cryptowat.ch/markets/binance-us/nanousd,binance-us nanousd
61390,binance-us,neousd,true,https://api.cryptowat.ch/markets/binance-us/neousd,binance-us neousd
61389,binance-us,neousdt,true,https://api.cryptowat.ch/markets/binance-us/neousdt,binance-us neousdt
61879,binance-us,ontusd,true,https://api.cryptowat.ch/markets/binance-us/ontusd,binance-us ontusd
61880,binance-us,ontusdt,true,https://api.cryptowat.ch/markets/binance-us/ontusdt,binance-us ontusdt
61436,binance-us,qtumusd,true,https://api.cryptowat.ch/markets/binance-us/qtumusd,binance-us qtumusd
61435,binance-us,qtumusdt,true,https://api.cryptowat.ch/markets/binance-us/qtumusdt,binance-us qtumusdt
61261,binance-us,rvnusd,true,https://api.cryptowat.ch/markets/binance-us/rvnusd,binance-us rvnusd
61127,binance-us,usdtusd,true,https://api.cryptowat.ch/markets/binance-us/usdtusd,binance-us usdtusd
61907,binance-us,vetusd,true,https://api.cryptowat.ch/markets/binance-us/vetusd,binance-us vetusd
61415,binance-us,vetusdt,true,https://api.cryptowat.ch/markets/binance-us/vetusdt,binance-us vetusdt
61379,binance-us,wavesusd,true,https://api.cryptowat.ch/markets/binance-us/wavesusd,binance-us wavesusd
61178,binance-us,xlmusd,true,https://api.cryptowat.ch/markets/binance-us/xlmusd,binance-us xlmusd
61183,binance-us,xlmusdt,true,https://api.cryptowat.ch/markets/binance-us/xlmusdt,binance-us xlmusdt
61171,binance-us,xrpbtc,true,https://api.cryptowat.ch/markets/binance-us/xrpbtc,binance-us xrpbtc
61950,binance-us,xrpbusd,true,https://api.cryptowat.ch/markets/binance-us/xrpbusd,binance-us xrpbusd
61124,binance-us,xrpusd,true,https://api.cryptowat.ch/markets/binance-us/xrpusd,binance-us xrpusd
61130,binance-us,xrpusdt,true,https://api.cryptowat.ch/markets/binance-us/xrpusdt,binance-us xrpusdt
61995,binance-us,xtzbusd,true,https://api.cryptowat.ch/markets/binance-us/xtzbusd,binance-us xtzbusd
61994,binance-us,xtzusd,true,https://api.cryptowat.ch/markets/binance-us/xtzusd,binance-us xtzusd
61276,binance-us,zecusd,true,https://api.cryptowat.ch/markets/binance-us/zecusd,binance-us zecusd
61906,binance-us,zilbusd,true,https://api.cryptowat.ch/markets/binance-us/zilbusd,binance-us zilbusd
61905,binance-us,zilusd,true,https://api.cryptowat.ch/markets/binance-us/zilusd,binance-us zilusd
61179,binance-us,zrxusd,true,https://api.cryptowat.ch/markets/binance-us/zrxusd,binance-us zrxusd
61184,binance-us,zrxusdt,true,https://api.cryptowat.ch/markets/binance-us/zrxusdt,binance-us zrxusdt
369,bisq,btcaud,true,https://api.cryptowat.ch/markets/bisq/btcaud,bisq btcaud
367,bisq,btceur,true,https://api.cryptowat.ch/markets/bisq/btceur,bisq btceur
368,bisq,btcusd,true,https://api.cryptowat.ch/markets/bisq/btcusd,bisq btcusd
371,bisq,etcbtc,true,https://api.cryptowat.ch/markets/bisq/etcbtc,bisq etcbtc
370,bisq,ethbtc,true,https://api.cryptowat.ch/markets/bisq/ethbtc,bisq ethbtc
372,bisq,ltcbtc,true,https://api.cryptowat.ch/markets/bisq/ltcbtc,bisq ltcbtc
31003,bitbay,amltbtc,true,https://api.cryptowat.ch/markets/bitbay/amltbtc,bitbay amltbtc
31004,bitbay,amltpln,true,https://api.cryptowat.ch/markets/bitbay/amltpln,bitbay amltpln
4959,bitbay,batbtc,true,https://api.cryptowat.ch/markets/bitbay/batbtc,bitbay batbtc
4952,bitbay,bateur,true,https://api.cryptowat.ch/markets/bitbay/bateur,bitbay bateur
4956,bitbay,batpln,true,https://api.cryptowat.ch/markets/bitbay/batpln,bitbay batpln
4948,bitbay,batusd,true,https://api.cryptowat.ch/markets/bitbay/batusd,bitbay batusd
979,bitbay,bchbtc,true,https://api.cryptowat.ch/markets/bitbay/bchbtc,bitbay bchbtc
976,bitbay,bcheur,true,https://api.cryptowat.ch/markets/bitbay/bcheur,bitbay bcheur
59985,bitbay,bchgbp,true,https://api.cryptowat.ch/markets/bitbay/bchgbp,bitbay bchgbp
988,bitbay,bchpln,true,https://api.cryptowat.ch/markets/bitbay/bchpln,bitbay bchpln
982,bitbay,bchusd,true,https://api.cryptowat.ch/markets/bitbay/bchusd,bitbay bchusd
29787,bitbay,bchusdc,true,https://api.cryptowat.ch/markets/bitbay/bchusdc,bitbay bchusdc
18414,bitbay,bsvbtc,true,https://api.cryptowat.ch/markets/bitbay/bsvbtc,bitbay bsvbtc
18415,bitbay,bsveur,true,https://api.cryptowat.ch/markets/bitbay/bsveur,bitbay bsveur
18413,bitbay,bsvpln,true,https://api.cryptowat.ch/markets/bitbay/bsvpln,bitbay bsvpln
18416,bitbay,bsvusd,true,https://api.cryptowat.ch/markets/bitbay/bsvusd,bitbay bsvusd
670,bitbay,btceur,true,https://api.cryptowat.ch/markets/bitbay/btceur,bitbay btceur
59983,bitbay,btcgbp,true,https://api.cryptowat.ch/markets/bitbay/btcgbp,bitbay btcgbp
668,bitbay,btcpln,true,https://api.cryptowat.ch/markets/bitbay/btcpln,bitbay btcpln
667,bitbay,btcusd,true,https://api.cryptowat.ch/markets/bitbay/btcusd,bitbay btcusd
